id,player_full_name,team,role,matches_played,innings_batted,runs,balls_faced,batting_average,strike_rate,fifties,hundreds,fours,sixes,highest_score,wickets,balls_bowled,runs_conceded,bowling_average,economy,five_wicket_hauls,catches,stumpings,run_outs,dismissal_breakdown
1,Alick Athanaze,West Indies,Batter,13.0,2.0,325.0,259.0,162.5,125.48,1.0,0.0,31.0,17.0,60.0,7.0,7.0,16.0,2.2857142857142856,13.71,1.0,3.0,0.0,1.0,"{'bowled': 1, 'caught': 9, 'lbw': 1, 'stumped': 1}"
2,Aryan Dutt,Netherlands,Bowler,14.0,2.0,114.0,117.0,57.0,97.44,0.0,0.0,7.0,3.0,30.0,521.0,521.0,597.0,1.145873320537428,6.88,26.0,2.0,0.0,0.0,"{'bowled': 4, 'caught': 2, 'run out': 1}"
3,Alei Nao,Papua New Guinea,Bowler,8.0,2.0,67.0,56.0,33.5,119.64,0.0,0.0,5.0,3.0,30.0,385.0,385.0,373.0,0.9688311688311688,5.81,18.0,3.0,0.0,1.0,"{'bowled': 1, 'caught': 2, 'run out': 2}"
4,Assad Vala,Papua New Guinea,All-rounder,53.0,2.0,1233.0,1088.0,616.5,113.33,1.0,0.0,108.0,38.0,93.0,539.0,539.0,586.0,1.0871985157699444,6.52,38.0,26.0,0.0,0.0,"{'bowled': 10, 'caught': 28, 'caught and bowled': 1, 'lbw': 4, 'run out': 1}"
5,Adam Zampa,Australia,Bowler,22.0,2.0,59.0,75.0,29.5,78.67,0.0,0.0,6.0,0.0,13.0,2305.0,2305.0,2846.0,1.23470715835141,7.41,103.0,15.0,0.0,0.0,"{'bowled': 2, 'caught': 9, 'run out': 3}"
6,Andre Russell,West Indies,All-rounder,71.0,2.0,1112.0,706.0,556.0,157.51,1.0,0.0,65.0,95.0,71.0,1234.0,1234.0,1895.0,1.5356564019448946,9.21,73.0,17.0,0.0,3.0,"{'bowled': 10, 'caught': 34, 'caught and bowled': 1, 'lbw': 2, 'run out': 3}"
7,Andre Fletcher,West Indies,Batter,56.0,2.0,973.0,913.0,486.5,106.57,1.0,0.0,65.0,53.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,2.0,"{'bowled': 17, 'caught': 21, 'lbw': 4, 'run out': 6, 'stumped': 2}"
8,AF Milne,New Zealand,Bowler,19.0,2.0,83.0,89.0,41.5,93.26,0.0,0.0,1.0,6.0,16.0,1185.0,1185.0,1620.0,1.3670886075949367,8.2,53.0,12.0,0.0,3.0,"{'bowled': 2, 'caught': 7, 'run out': 1}"
9,Andries Gous,United States of America,Batter,24.0,3.0,752.0,538.0,250.66666666666666,139.78,1.0,0.0,65.0,41.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,"{'bowled': 3, 'caught': 16, 'caught and bowled': 1, 'lbw': 3}"
10,Akeal Hosein,West Indies,Bowler,36.0,2.0,293.0,268.0,146.5,109.33,0.0,0.0,18.0,15.0,44.0,1813.0,1813.0,2163.0,1.193050193050193,7.16,82.0,16.0,0.0,0.0,"{'bowled': 3, 'caught': 10, 'caught and bowled': 2, 'lbw': 1, 'run out': 4}"
11,John Turner,England,Bowler,14.0,2.0,110.0,133.0,55.0,82.71,0.0,0.0,4.0,2.0,24.0,83.0,83.0,83.0,1.0,6.0,6.0,7.0,0.0,0.0,"{'bowled': 1, 'caught': 6, 'run out': 1, 'stumped': 1}"
12,Aiden Markram,South Africa,All-rounder,57.0,2.0,1444.0,1016.0,722.0,142.13,1.0,0.0,128.0,63.0,70.0,380.0,380.0,523.0,1.3763157894736842,8.26,33.0,38.0,0.0,1.0,"{'bowled': 11, 'caught': 35, 'lbw': 3, 'stumped': 1}"
13,Kusal Perera,Sri Lanka,Batter,5.0,2.0,59.0,68.0,29.5,86.76,0.0,0.0,5.0,1.0,16.0,6.0,6.0,17.0,2.8333333333333335,17.0,1.0,1.0,0.0,0.0,"{'bowled': 2, 'caught': 2, 'run out': 1}"
14,Aaron Hardie,Australia,Bowler,11.0,2.0,180.0,149.0,90.0,120.81,0.0,0.0,19.0,5.0,28.0,253.0,253.0,353.0,1.3952569169960474,8.37,13.0,9.0,0.0,0.0,"{'bowled': 2, 'caught': 6}"
15,Axar Patel,India,All-rounder,49.0,2.0,625.0,484.0,312.5,129.13,1.0,0.0,45.0,26.0,65.0,1389.0,1389.0,1715.0,1.2347012239020878,7.41,73.0,23.0,0.0,1.0,"{'bowled': 2, 'caught': 23, 'caught and bowled': 1, 'run out': 5}"
16,Alpesh Ramjani,Uganda,All-rounder,40.0,2.0,745.0,583.0,372.5,127.79,1.0,0.0,61.0,26.0,78.0,1224.0,1224.0,975.0,0.7965686274509803,4.78,56.0,14.0,0.0,1.0,"{'bowled': 3, 'caught': 21, 'lbw': 5, 'run out': 2}"
17,Alzarri Joseph,West Indies,Bowler,19.0,2.0,129.0,130.0,64.5,99.23,0.0,0.0,9.0,5.0,21.0,1025.0,1025.0,1541.0,1.5034146341463415,9.02,43.0,12.0,0.0,1.0,"{'bowled': 4, 'caught': 3, 'caught and bowled': 1}"
18,Teja Nidamanuru,Netherlands,Bowler,19.0,2.0,244.0,232.0,122.0,105.17,0.0,0.0,10.0,13.0,36.0,24.0,24.0,30.0,1.25,7.5,1.0,5.0,0.0,0.0,"{'bowled': 6, 'caught': 10, 'lbw': 1, 'run out': 2}"
19,Adil Rashid,England,Bowler,37.0,2.0,155.0,185.0,77.5,83.78,0.0,0.0,12.0,1.0,22.0,2778.0,2778.0,3473.0,1.250179985601152,7.5,125.0,29.0,0.0,1.0,"{'bowled': 7, 'caught': 9, 'run out': 5}"
20,Ackeem Auguste,West Indies,Batter,7.0,2.0,156.0,116.0,78.0,134.48,1.0,0.0,9.0,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'bowled': 1, 'caught': 4, 'run out': 1}"
21,Aaron Johnson,Canada,All-rounder,42.0,3.0,767.0,697.0,255.66666666666666,110.04,1.0,0.0,40.0,39.0,94.0,117.0,117.0,139.0,1.188034188034188,7.13,11.0,11.0,0.0,0.0,"{'bowled': 4, 'caught': 22, 'lbw': 3, 'run out': 4, 'stumped': 1}"
22,Aaron Jones,United States of America,All-rounder,42.0,3.0,767.0,697.0,255.66666666666666,110.04,1.0,0.0,40.0,39.0,94.0,117.0,117.0,139.0,1.188034188034188,7.13,11.0,11.0,0.0,0.0,"{'bowled': 4, 'caught': 22, 'lbw': 3, 'run out': 4, 'stumped': 1}"
23,Aasif Sheikh,Nepal,Batter,65.0,2.0,1628.0,1404.0,814.0,115.95,1.0,0.0,150.0,64.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,"{'bowled': 10, 'caught': 34, 'caught and bowled': 6, 'lbw': 9, 'run out': 1, 'stumped': 2}"
24,Abbas Afridi,Pakistan,Bowler,15.0,2.0,135.0,119.0,67.5,113.45,0.0,0.0,10.0,10.0,22.0,438.0,438.0,602.0,1.3744292237442923,8.25,23.0,5.0,0.0,0.0,"{'bowled': 1, 'caught': 8, 'lbw': 1, 'run out': 1}"
25,Abdul Samad,Pakistan,Bowler,8.0,2.0,84.0,88.0,42.0,95.45,0.0,0.0,5.0,3.0,44.0,157.0,157.0,119.0,0.7579617834394905,4.55,10.0,2.0,0.0,0.0,"{'caught': 3, 'stumped': 1}"
26,Abhishek Sharma,India,All-rounder,28.0,2.0,1012.0,551.0,506.0,183.67,0.0,1.0,96.0,66.0,135.0,134.0,134.0,183.0,1.3656716417910448,8.19,13.0,12.0,0.0,0.0,"{'bowled': 1, 'caught': 21, 'lbw': 2, 'run out': 2, 'stumped': 1}"
27,Abrar Ahmed,Pakistan,Bowler,4.0,2.0,4.0,12.0,2.0,33.33,0.0,0.0,0.0,0.0,2.0,512.0,512.0,587.0,1.146484375,6.88,23.0,6.0,0.0,0.0,{'caught': 1}
28,Afif Hossain,Bangladesh,All-rounder,58.0,2.0,1031.0,888.0,515.5,116.1,1.0,0.0,79.0,36.0,77.0,193.0,193.0,252.0,1.305699481865285,7.83,21.0,16.0,0.0,1.0,"{'bowled': 10, 'caught': 30, 'caught and bowled': 1, 'lbw': 1, 'run out': 5, 'stumped': 2}"
29,Agha Salman,Pakistan,Bowler,29.0,2.0,499.0,472.0,249.5,105.72,1.0,0.0,45.0,10.0,56.0,99.0,99.0,132.0,1.3333333333333333,8.0,11.0,12.0,0.0,1.0,"{'caught': 18, 'lbw': 5, 'run out': 1}"
30,Ahmed Daniyal,Pakistan,Bowler,1.0,1.0,17.0,11.0,17.0,154.55,0.0,0.0,3.0,0.0,17.0,44.0,44.0,40.0,0.9090909090909091,5.45,2.0,1.0,0.0,0.0,{'caught': 1}
31,Alex Carey,Australia,Bowler,2.0,1.0,12.0,23.0,12.0,52.17,0.0,0.0,0.0,0.0,6.0,19.0,19.0,12.0,0.631578947368421,3.79,1.0,0.0,0.0,0.0,{'run out': 1}
32,Hasan Ali,Pakistan,Bowler,1.0,1.0,10.0,7.0,10.0,142.86,0.0,0.0,0.0,1.0,10.0,96.0,96.0,75.0,0.78125,4.69,5.0,1.0,0.0,0.0,{}
33,Ali Khan,United States of America,Bowler,5.0,2.0,15.0,12.0,7.5,125.0,0.0,0.0,1.0,1.0,14.0,401.0,401.0,568.0,1.4164588528678304,8.5,17.0,2.0,0.0,0.0,"{'bowled': 1, 'caught': 1}"
34,Aqib Ilyas,Oman,All-rounder,46.0,4.0,1181.0,998.0,295.25,118.34,1.0,0.0,108.0,41.0,67.0,702.0,702.0,708.0,1.0085470085470085,6.05,35.0,15.0,0.0,1.0,"{'bowled': 1, 'caught': 28, 'lbw': 7, 'run out': 4}"
35,Arafat Minhas,Pakistan,Bowler,2.0,1.0,47.0,43.0,47.0,109.3,0.0,0.0,4.0,2.0,25.0,56.0,56.0,56.0,1.0,6.0,3.0,1.0,0.0,0.0,{'caught': 1}
36,Arshdeep Singh,India,Bowler,20.0,2.0,70.0,66.0,35.0,106.06,0.0,0.0,6.0,3.0,12.0,1387.0,1387.0,1879.0,1.3547224224945926,8.13,62.0,15.0,0.0,0.0,"{'bowled': 1, 'caught': 4, 'run out': 5}"
37,Avesh Khan,India,Bowler,5.0,2.0,27.0,20.0,13.5,135.0,0.0,0.0,3.0,1.0,16.0,497.0,497.0,720.0,1.448692152917505,8.69,23.0,9.0,0.0,0.0,"{'bowled': 1, 'caught': 1}"
38,Ayaan Khan,Oman,All-rounder,34.0,2.0,540.0,531.0,270.0,101.69,1.0,0.0,33.0,16.0,53.0,290.0,290.0,389.0,1.3413793103448275,8.05,26.0,22.0,0.0,3.0,"{'bowled': 7, 'caught': 18, 'run out': 1, 'stumped': 3}"
39,Brad Evans,Zimbabwe,Bowler,7.0,2.0,43.0,46.0,21.5,93.48,0.0,0.0,1.0,1.0,19.0,348.0,348.0,442.0,1.2701149425287357,7.62,18.0,7.0,0.0,0.0,"{'bowled': 2, 'caught': 2, 'lbw': 1}"
40,Binura Fernando,Sri Lanka,Bowler,7.0,2.0,43.0,49.0,21.5,87.76,0.0,0.0,3.0,1.0,20.0,497.0,497.0,666.0,1.340040241448692,8.04,23.0,1.0,0.0,1.0,"{'bowled': 1, 'caught': 1, 'stumped': 1}"
41,Brian Masaba,Uganda,Bowler,34.0,2.0,366.0,385.0,183.0,95.06,0.0,0.0,37.0,6.0,37.0,368.0,368.0,338.0,0.9184782608695652,5.51,22.0,26.0,0.0,2.0,"{'bowled': 2, 'caught': 12, 'lbw': 5, 'run out': 3}"
42,Blessing Muzarabani,Zimbabwe,Bowler,21.0,2.0,48.0,66.0,24.0,72.73,0.0,0.0,6.0,1.0,9.0,1554.0,1554.0,1784.0,1.148005148005148,6.89,69.0,10.0,0.0,1.0,"{'bowled': 6, 'caught': 2, 'lbw': 3, 'stumped': 1}"
43,Ben Shikongo,Namibia,Bowler,3.0,2.0,1.0,6.0,0.5,16.67,0.0,0.0,0.0,0.0,1.0,674.0,674.0,731.0,1.0845697329376855,6.51,40.0,11.0,0.0,0.0,{'caught': 2}
44,Ben White,Ireland,Bowler,7.0,2.0,21.0,42.0,10.5,50.0,0.0,0.0,1.0,0.0,7.0,645.0,645.0,908.0,1.407751937984496,8.45,32.0,6.0,0.0,0.0,{}
45,Brydon Carse,England,Bowler,8.0,2.0,46.0,37.0,23.0,124.32,0.0,0.0,2.0,3.0,31.0,283.0,283.0,417.0,1.4734982332155477,8.84,13.0,7.0,0.0,0.0,"{'caught': 4, 'run out': 1}"
46,Brandon King,West Indies,Batter,67.0,2.0,1680.0,1283.0,840.0,130.94,1.0,0.0,180.0,75.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,"{'bowled': 12, 'caught': 40, 'caught and bowled': 2, 'lbw': 4, 'retired hurt': 1, 'stumped': 4}"
47,Bjorn Fortuin,South Africa,Bowler,16.0,2.0,127.0,118.0,63.5,107.63,0.0,0.0,14.0,2.0,32.0,494.0,494.0,657.0,1.3299595141700404,7.98,27.0,4.0,0.0,0.0,"{'bowled': 3, 'caught': 6, 'run out': 1}"
48,Benjamin Calitz,Ireland,Batter,1.0,1.0,22.0,18.0,22.0,122.22,0.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'caught': 1}
49,Bas de Leede,Netherlands,All-rounder,38.0,2.0,723.0,729.0,361.5,99.18,1.0,0.0,52.0,18.0,91.0,608.0,608.0,774.0,1.2730263157894737,7.64,34.0,21.0,0.0,1.0,"{'bowled': 6, 'caught': 15, 'lbw': 5, 'retired hurt': 1, 'run out': 1, 'stumped': 2}"
50,Brian Bennett,Zimbabwe,All-rounder,45.0,2.0,1353.0,924.0,676.5,146.43,0.0,1.0,154.0,47.0,111.0,109.0,109.0,146.0,1.3394495412844036,8.04,12.0,15.0,0.0,1.0,"{'bowled': 10, 'caught': 26, 'caught and bowled': 3, 'lbw': 1, 'run out': 2, 'stumped': 1}"
51,Ben Dwarshuis,Australia,Bowler,9.0,2.0,50.0,68.0,25.0,73.53,0.0,0.0,2.0,1.0,17.0,302.0,302.0,466.0,1.5430463576158941,9.26,13.0,1.0,0.0,0.0,"{'bowled': 5, 'caught': 2}"
52,Bevon Jacobs,New Zealand,Batter,3.0,1.0,64.0,60.0,64.0,106.67,0.0,0.0,2.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'caught': 1, 'run out': 1}"
53,Barry McCarthy,Ireland,Bowler,31.0,2.0,278.0,237.0,139.0,117.3,1.0,0.0,19.0,15.0,51.0,1103.0,1103.0,1529.0,1.386219401631913,8.32,48.0,8.0,0.0,1.0,"{'bowled': 4, 'caught': 11, 'caught and bowled': 1, 'lbw': 1, 'run out': 2}"
54,Kusal Mendis,Sri Lanka,Batter,83.0,4.0,2014.0,1592.0,503.5,126.51,1.0,0.0,172.0,84.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,14.0,5.0,"{'bowled': 9, 'caught': 56, 'caught and bowled': 2, 'hit wicket': 1, 'lbw': 8, 'run out': 4}"
55,Ben Duckett,England,Batter,20.0,2.0,527.0,353.0,263.5,149.29,1.0,0.0,69.0,8.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,"{'bowled': 4, 'caught': 11, 'lbw': 2, 'run out': 1}"
56,Bernard Scholtz,Namibia,Bowler,18.0,2.0,67.0,73.0,33.5,91.78,0.0,0.0,6.0,0.0,9.0,1513.0,1513.0,1557.0,1.029081295439524,6.17,72.0,15.0,0.0,0.0,"{'bowled': 2, 'caught': 2, 'run out': 2}"
57,Brad Wheal,Scotland,Bowler,5.0,2.0,18.0,19.0,9.0,94.74,0.0,0.0,1.0,0.0,8.0,447.0,447.0,641.0,1.4340044742729305,8.6,21.0,6.0,0.0,0.0,{'caught': 1}
58,Ben Sears,New Zealand,Bowler,7.0,2.0,21.0,29.0,10.5,72.41,0.0,0.0,2.0,0.0,7.0,407.0,407.0,584.0,1.434889434889435,8.61,19.0,3.0,0.0,0.0,"{'bowled': 1, 'caught': 1, 'run out': 1}"
59,Babar Azam,Pakistan,Batter,122.0,2.0,4251.0,3389.0,2125.5,125.44,0.0,1.0,453.0,73.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,"{'bowled': 14, 'caught': 74, 'caught and bowled': 2, 'lbw': 7, 'run out': 6, 'stumped': 3}"
60,Bilal Hassan,Uganda,Bowler,13.0,2.0,64.0,65.0,32.0,98.46,0.0,0.0,6.0,2.0,20.0,734.0,734.0,838.0,1.1416893732970028,6.85,35.0,5.0,0.0,1.0,"{'bowled': 3, 'caught': 2, 'caught and bowled': 1, 'lbw': 1, 'run out': 1}"
61,Bilal Khan,Oman,Bowler,18.0,2.0,27.0,50.0,13.5,54.0,0.0,0.0,1.0,0.0,6.0,1524.0,1524.0,1738.0,1.1404199475065617,6.84,68.0,8.0,0.0,0.0,"{'bowled': 2, 'caught': 1, 'run out': 3}"
62,Corbin Bosch,South Africa,Bowler,9.0,2.0,85.0,75.0,42.5,113.33,0.0,0.0,7.0,1.0,30.0,238.0,238.0,295.0,1.2394957983193278,7.44,11.0,3.0,0.0,1.0,"{'bowled': 2, 'caught': 3, 'lbw': 1}"
63,Curtis Campher,Ireland,All-rounder,48.0,2.0,877.0,708.0,438.5,123.87,1.0,0.0,68.0,27.0,72.0,753.0,753.0,1014.0,1.346613545816733,8.08,46.0,28.0,0.0,2.0,"{'bowled': 10, 'caught': 25, 'caught and bowled': 1, 'lbw': 2, 'run out': 1, 'stumped': 1}"
64,Cooper Connolly,Australia,Bowler,2.0,1.0,13.0,10.0,13.0,130.0,0.0,0.0,1.0,1.0,13.0,51.0,51.0,79.0,1.5490196078431373,9.29,4.0,1.0,0.0,0.0,{'caught': 2}
65,Cameron Green,Australia,All-rounder,19.0,2.0,518.0,343.0,259.0,151.02,1.0,0.0,42.0,31.0,62.0,186.0,186.0,269.0,1.446236559139785,8.68,11.0,16.0,0.0,0.0,"{'bowled': 3, 'caught': 10, 'caught and bowled': 1, 'run out': 1}"
66,Chamika Karunaratne,Sri Lanka,Bowler,33.0,2.0,272.0,266.0,136.0,102.26,0.0,0.0,13.0,11.0,24.0,720.0,720.0,948.0,1.3166666666666667,7.9,40.0,12.0,0.0,0.0,"{'bowled': 3, 'caught': 10, 'caught and bowled': 2, 'lbw': 1, 'run out': 2}"
67,Cosmas Kyewuta,Uganda,Bowler,20.0,2.0,120.0,111.0,60.0,108.11,0.0,0.0,9.0,4.0,24.0,886.0,886.0,965.0,1.0891647855530473,6.53,42.0,6.0,0.0,1.0,"{'bowled': 2, 'caught': 5, 'lbw': 1, 'run out': 1}"
68,Clive Madande,Zimbabwe,Batter,35.0,2.0,573.0,499.0,286.5,114.83,1.0,0.0,45.0,19.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,"{'bowled': 6, 'caught': 13, 'caught and bowled': 1, 'lbw': 3, 'run out': 1, 'stumped': 2}"
69,Chamindu Wickramasinghe,Sri Lanka,Bowler,3.0,2.0,14.0,11.0,7.0,127.27,0.0,0.0,2.0,0.0,6.0,43.0,43.0,55.0,1.2790697674418605,7.67,3.0,2.0,0.0,0.0,{}
70,Craig Young,Ireland,Bowler,20.0,2.0,70.0,97.0,35.0,72.16,0.0,0.0,5.0,2.0,22.0,1299.0,1299.0,1737.0,1.3371824480369514,8.02,61.0,9.0,0.0,0.0,"{'bowled': 1, 'caught': 7, 'lbw': 1, 'run out': 1}"
71,Chris Sole,Scotland,Bowler,7.0,2.0,21.0,25.0,10.5,84.0,0.0,0.0,2.0,0.0,6.0,355.0,355.0,553.0,1.5577464788732394,9.35,16.0,4.0,0.0,0.0,"{'bowled': 2, 'caught': 1}"
72,Corey Anderson,United States of America,All-rounder,34.0,2.0,697.0,576.0,348.5,121.01,1.0,0.0,40.0,35.0,94.0,445.0,445.0,602.0,1.3528089887640449,8.12,27.0,19.0,0.0,1.0,"{'bowled': 7, 'caught': 18, 'caught and bowled': 1, 'lbw': 1, 'run out': 1}"
73,Jordan Cox,England,Bowler,51.0,2.0,424.0,332.0,212.0,127.71,0.0,0.0,29.0,21.0,36.0,2034.0,2034.0,2881.0,1.4164208456243854,8.5,92.0,47.0,0.0,2.0,"{'bowled': 2, 'caught': 21, 'caught and bowled': 1, 'lbw': 2, 'run out': 4, 'stumped': 1}"
74,Chris Greaves,Scotland,Bowler,25.0,2.0,278.0,270.0,139.0,102.96,0.0,0.0,22.0,7.0,45.0,470.0,470.0,588.0,1.251063829787234,7.51,28.0,13.0,0.0,0.0,"{'bowled': 2, 'caught': 8, 'caught and bowled': 1, 'run out': 2, 'stumped': 1}"
75,Calum MacLeod,Scotland,All-rounder,48.0,2.0,930.0,861.0,465.0,108.01,1.0,0.0,83.0,15.0,74.0,141.0,141.0,184.0,1.3049645390070923,7.83,12.0,30.0,0.0,3.0,"{'bowled': 11, 'caught': 18, 'caught and bowled': 2, 'hit wicket': 1, 'lbw': 4, 'run out': 4}"
76,Varun Chakravarthy,India,Bowler,5.0,2.0,2.0,8.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,620.0,620.0,717.0,1.1564516129032258,6.94,27.0,6.0,0.0,0.0,{'caught': 2}
77,Dewald Brevis,South Africa,Batter,15.0,2.0,400.0,234.0,200.0,170.94,0.0,1.0,20.0,35.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"{'bowled': 1, 'caught': 12}"
78,Donovan Ferreira,South Africa,Bowler,11.0,2.0,185.0,120.0,92.5,154.17,0.0,0.0,10.0,13.0,48.0,79.0,79.0,106.0,1.3417721518987342,8.05,4.0,7.0,0.0,0.0,"{'bowled': 3, 'caught': 5, 'run out': 1, 'stumped': 1}"
79,Dillon Heyliger,Canada,Bowler,33.0,3.0,361.0,225.0,120.33333333333333,160.44,0.0,0.0,24.0,24.0,30.0,964.0,964.0,1168.0,1.2116182572614107,7.27,51.0,9.0,0.0,1.0,"{'bowled': 2, 'caught': 9, 'run out': 3, 'stumped': 1}"
80,Dion Myers,Zimbabwe,All-rounder,24.0,2.0,502.0,392.0,251.0,128.06,1.0,0.0,46.0,15.0,96.0,50.0,50.0,98.0,1.96,11.76,4.0,7.0,0.0,0.0,"{'bowled': 8, 'caught': 10, 'caught and bowled': 2, 'lbw': 1}"
81,David Wiese,Namibia,All-rounder,37.0,3.0,601.0,468.0,200.33333333333334,128.42,1.0,0.0,33.0,31.0,66.0,1050.0,1050.0,1212.0,1.1542857142857144,6.93,51.0,16.0,0.0,4.0,"{'bowled': 4, 'caught': 16, 'lbw': 3, 'run out': 1}"
82,David Miller,South Africa,Batter,113.0,3.0,2585.0,1904.0,861.6666666666666,135.77,0.0,1.0,167.0,130.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,5.0,"{'bowled': 12, 'caught': 53, 'caught and bowled': 3, 'lbw': 4, 'run out': 4, 'stumped': 1}"
83,Gareth Delany,Ireland,Bowler,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,200.0,1.2820512820512822,7.69,7.0,0.0,0.0,0.0,{'lbw': 1}
84,Mitchell Hay,New Zealand,All-rounder,78.0,3.0,1653.0,1227.0,551.0,134.72,1.0,0.0,110.0,63.0,72.0,107.0,107.0,174.0,1.6261682242990654,9.76,12.0,48.0,0.0,0.0,"{'bowled': 8, 'caught': 43, 'caught and bowled': 1, 'lbw': 2, 'run out': 4, 'stumped': 2}"
85,Daryl Mitchell,New Zealand,All-rounder,78.0,3.0,1653.0,1227.0,551.0,134.72,1.0,0.0,110.0,63.0,72.0,107.0,107.0,174.0,1.6261682242990654,9.76,12.0,48.0,0.0,0.0,"{'bowled': 8, 'caught': 43, 'caught and bowled': 1, 'lbw': 2, 'run out': 4, 'stumped': 2}"
86,Dinesh Nakrani,Uganda,All-rounder,64.0,2.0,1088.0,883.0,544.0,123.22,1.0,0.0,66.0,67.0,77.0,1451.0,1451.0,1381.0,0.9517574086836664,5.71,70.0,15.0,0.0,1.0,"{'bowled': 7, 'caught': 28, 'caught and bowled': 2, 'lbw': 2, 'run out': 2, 'stumped': 1}"
87,Dunith Wellalage,Sri Lanka,Bowler,2.0,1.0,12.0,16.0,12.0,75.0,0.0,0.0,1.0,1.0,11.0,119.0,119.0,137.0,1.1512605042016806,6.91,5.0,3.0,0.0,0.0,{'caught': 1}
88,Devon Conway,New Zealand,Batter,53.0,2.0,1584.0,1270.0,792.0,124.72,1.0,0.0,153.0,43.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,"{'bowled': 5, 'caught': 31, 'caught and bowled': 1, 'lbw': 2, 'run out': 4, 'stumped': 1}"
89,Dan Mousley,England,Bowler,1.0,1.0,8.0,6.0,8.0,133.33,0.0,0.0,0.0,1.0,8.0,55.0,55.0,83.0,1.509090909090909,9.05,4.0,4.0,0.0,0.0,{'caught': 1}
90,Dipendra Singh Airee,Nepal,All-rounder,75.0,3.0,1919.0,1401.0,639.6666666666666,136.97,0.0,1.0,139.0,82.0,110.0,1093.0,1093.0,1111.0,1.0164684354986275,6.1,62.0,36.0,0.0,9.0,"{'bowled': 5, 'caught': 36, 'caught and bowled': 1, 'lbw': 10, 'run out': 2, 'stumped': 4}"
91,Dilpreet Bajwa,Canada,Bowler,16.0,2.0,385.0,296.0,192.5,130.07,1.0,0.0,37.0,13.0,56.0,21.0,21.0,33.0,1.5714285714285714,9.43,2.0,5.0,0.0,0.0,"{'bowled': 4, 'caught': 4, 'caught and bowled': 1, 'lbw': 1, 'run out': 3}"
92,Dhruv Jurel,India,Batter,3.0,1.0,12.0,23.0,12.0,52.17,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,{'caught': 3}
93,Fionn Hand,Ireland,Bowler,8.0,2.0,27.0,29.0,13.5,93.1,0.0,0.0,4.0,0.0,9.0,153.0,153.0,236.0,1.542483660130719,9.25,11.0,2.0,0.0,0.0,"{'bowled': 2, 'caught': 1, 'caught and bowled': 1, 'lbw': 1}"
94,Frank Nsubuga,Uganda,Bowler,21.0,2.0,170.0,162.0,85.0,104.94,0.0,0.0,9.0,10.0,31.0,1298.0,1298.0,1018.0,0.7842835130970724,4.71,63.0,14.0,0.0,1.0,"{'bowled': 6, 'caught': 6, 'run out': 3}"
95,Finn Allen,New Zealand,Bowler,28.0,2.0,293.0,220.0,146.5,133.18,0.0,0.0,20.0,21.0,34.0,612.0,612.0,784.0,1.2810457516339868,7.69,35.0,24.0,0.0,0.0,"{'bowled': 3, 'caught': 10, 'caught and bowled': 1, 'lbw': 4, 'run out': 1, 'stumped': 1}"
96,Fabian Allen,West Indies,Bowler,28.0,2.0,293.0,220.0,146.5,133.18,0.0,0.0,20.0,21.0,34.0,612.0,612.0,784.0,1.2810457516339868,7.69,35.0,24.0,0.0,0.0,"{'bowled': 3, 'caught': 10, 'caught and bowled': 1, 'lbw': 4, 'run out': 1, 'stumped': 1}"
97,Fred Klaassen,Netherlands,Bowler,14.0,2.0,45.0,54.0,22.5,83.33,0.0,0.0,2.0,0.0,13.0,850.0,850.0,1055.0,1.2411764705882353,7.45,38.0,15.0,0.0,1.0,"{'bowled': 3, 'caught': 1, 'lbw': 2, 'run out': 4}"
98,Faheem Ashraf,Pakistan,Bowler,48.0,2.0,480.0,363.0,240.0,132.23,1.0,0.0,29.0,28.0,51.0,1074.0,1074.0,1383.0,1.2877094972067038,7.73,63.0,18.0,0.0,0.0,"{'bowled': 3, 'caught': 27, 'caught and bowled': 2, 'lbw': 1, 'run out': 2}"
